fold,run,algorithm,accuracy,precision,recall,f1_score,convergence_speed,best_loss,threshold_reached,fold_threshold
2,23,Baseline ACOR,0.65625,0.5128205128205128,0.29850746268656714,0.37735849056603776,0,0.9908230923206772,True,1.5238381177281313
2,24,Baseline ACOR,0.5677083333333334,0.3918918918918919,0.43283582089552236,0.41134751773049644,0,1.501970985334799,True,1.5238381177281313
2,25,Baseline ACOR,0.59375,0.36585365853658536,0.22388059701492538,0.2777777777777778,101,1.7366152582174337,False,1.5238381177281313
2,26,Baseline ACOR,0.7291666666666666,0.6415094339622641,0.5074626865671642,0.5666666666666667,101,2.032237746312797,False,1.5238381177281313
2,27,Baseline ACOR,0.671875,0.5588235294117647,0.2835820895522388,0.37623762376237624,101,1.5933412259693804,False,1.5238381177281313
2,28,Baseline ACOR,0.7552083333333334,0.6351351351351351,0.7014925373134329,0.6666666666666666,101,1.6703309128820207,False,1.5238381177281313
2,29,Baseline ACOR,0.5885416666666666,0.42857142857142855,0.5373134328358209,0.4768211920529801,101,1.7990414340542165,False,1.5238381177281313
2,30,Baseline ACOR,0.6822916666666666,0.5882352941176471,0.29850746268656714,0.39603960396039606,101,1.56804302397585,False,1.5238381177281313
2,31,Baseline ACOR,0.5885416666666666,0.43023255813953487,0.5522388059701493,0.48366013071895425,101,1.6784250224265105,False,1.5238381177281313
2,32,Baseline ACOR,0.7552083333333334,0.6190476190476191,0.7761194029850746,0.6887417218543046,0,1.4131393798591663,True,1.5238381177281313
2,33,Baseline ACOR,0.546875,0.34375,0.3283582089552239,0.33587786259541985,0,1.267039550210122,True,1.5238381177281313
2,34,Baseline ACOR,0.7239583333333334,0.609375,0.582089552238806,0.5954198473282443,101,1.6699410305882243,False,1.5238381177281313
2,35,Baseline ACOR,0.6510416666666666,0.0,0.0,0.0,0,1.3933526367487301,True,1.5238381177281313
2,36,Baseline ACOR,0.6822916666666666,0.625,0.22388059701492538,0.32967032967032966,0,1.1157501172808928,True,1.5238381177281313
2,37,Baseline ACOR,0.6666666666666666,0.56,0.208955223880597,0.30434782608695654,101,1.6068925448050342,False,1.5238381177281313
2,38,Baseline ACOR,0.6770833333333334,0.6190476190476191,0.19402985074626866,0.29545454545454547,0,1.4626429557469234,True,1.5238381177281313
2,39,Baseline ACOR,0.625,0.4489795918367347,0.3283582089552239,0.3793103448275862,101,1.5402654999167813,False,1.5238381177281313
2,40,Baseline ACOR,0.6041666666666666,0.15384615384615385,0.029850746268656716,0.05,0,1.4767174882727334,True,1.5238381177281313
2,41,Baseline ACOR,0.7135416666666666,0.6111111111111112,0.4925373134328358,0.5454545454545454,101,1.7431559928584093,False,1.5238381177281313
2,42,Baseline ACOR,0.7864583333333334,0.7407407407407407,0.5970149253731343,0.6611570247933884,0,1.4608662596191186,True,1.5238381177281313
2,43,Baseline ACOR,0.6875,0.6129032258064516,0.2835820895522388,0.3877551020408163,0,0.9254449680042369,True,1.5238381177281313
2,44,Baseline ACOR,0.6458333333333334,0.4935064935064935,0.5671641791044776,0.5277777777777778,0,1.3973212286147945,True,1.5238381177281313
2,45,Baseline ACOR,0.6614583333333334,0.5131578947368421,0.582089552238806,0.5454545454545454,0,1.3721687943078134,True,1.5238381177281313
2,46,Baseline ACOR,0.515625,0.34523809523809523,0.43283582089552236,0.3841059602649007,0,1.1628571981344267,True,1.5238381177281313
2,47,Baseline ACOR,0.6041666666666666,0.40816326530612246,0.29850746268656714,0.3448275862068966,0,1.4445462465044296,True,1.5238381177281313
2,48,Baseline ACOR,0.6927083333333334,0.5540540540540541,0.6119402985074627,0.5815602836879432,101,1.5976445204550918,False,1.5238381177281313
2,49,Baseline ACOR,0.6302083333333334,0.45652173913043476,0.31343283582089554,0.37168141592920356,0,1.3149208844735147,True,1.5238381177281313
2,50,Baseline ACOR,0.546875,0.375,0.44776119402985076,0.40816326530612246,101,1.7289870262708686,False,1.5238381177281313
2,1,Hybrid ACOR-LM,0.765625,0.6964285714285714,0.582089552238806,0.6341463414634146,4,0.4190264612765616,True,1.5238381177281313
2,2,Hybrid ACOR-LM,0.7760416666666666,0.7142857142857143,0.5970149253731343,0.6504065040650406,0,0.40735594591914454,True,1.5238381177281313
2,3,Hybrid ACOR-LM,0.7604166666666666,0.6842105263157895,0.582089552238806,0.6290322580645161,0,0.4310357726234455,True,1.5238381177281313
2,4,Hybrid ACOR-LM,0.765625,0.6964285714285714,0.582089552238806,0.6341463414634146,0,0.43087560248096973,True,1.5238381177281313
